"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"RcppML","RcppML","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.7",NA,NA,"Rcpp, Matrix, methods, stats","Rcpp, RcppEigen","knitr, rmarkdown, testthat (>= 3.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"RcppParallel","RcppParallel","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","5.1.6",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.2"
"RcppProgress","RcppProgress","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.2",NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.2"
"RcppTOML","RcppTOML","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.2.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.5)","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"Rcsdp","Rcsdp","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1.57.4",NA,NA,"methods",NA,NA,"Matrix","CPL-1.0",NA,NA,NA,NA,"yes","4.2.2"
"RCurl","RCurl","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.98-1.9",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"Rdpack","Rdpack","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.4",NA,"R (>= 2.15.0), methods","tools, utils, rbibutils (>= 1.3)",NA,"grDevices, testthat, rstudioapi, rprojroot, gbRd",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"readr","readr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.1.3",NA,"R (>= 3.4)","cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.1.2), tzdb (>= 0.1.1), waldo, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"readxl","readxl","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4.1",NA,"R (>= 3.4)","cellranger, tibble (>= 2.0.1), utils","cpp11 (>= 0.4.0), progress","knitr, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"registry","registry","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.5-1",NA,"R (>= 2.6.0)","utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"rematch","rematch","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"rematch2","rematch2","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"remotes","remotes","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.4.2",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"repr","repr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1.5",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL (>= 3)",NA,NA,NA,NA,"no","4.2.2"
"reprex","reprex","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.2",NA,"R (>= 3.4)","callr (>= 3.6.0), cli (>= 3.2.0), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), lifecycle, rlang (>= 1.0.0), rmarkdown,
rstudioapi, utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, mockr, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"reshape","reshape","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.8.9",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"reshape2","reshape2","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"restfulr","restfulr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.0.15",NA,"R (>= 3.4.0), methods","XML, RCurl, rjson, S4Vectors (>= 0.13.15), yaml",NA,"getPass, rsolr, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.2"
"reticulate","reticulate","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.27",NA,"R (>= 3.0)","Matrix, Rcpp (>= 0.12.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, withr","Rcpp","callr, knitr, rlang, rmarkdown, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.2.2"
"rex","rex","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.1",NA,NA,"lazyeval",NA,"covr, dplyr, ggplot2, Hmisc, knitr, magrittr, rmarkdown,
roxygen2, rvest, stringr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"rgdal","rgdal","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6-4",NA,"R (>= 3.5.0), methods, sp (>= 1.1-0)","grDevices, graphics, stats, utils","sp","knitr, DBI, RSQLite, maptools, mapview, rmarkdown, curl,
rgeos",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"rgl","rgl","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.1",NA,"R (>= 3.3.0)","graphics, grDevices, stats, utils, htmlwidgets (>= 1.6.0),
htmltools, knitr (>= 1.33), jsonlite (>= 0.9.20), magrittr, R6,
base64enc, mime",NA,"MASS, rmarkdown (>= 2.16), deldir (>= 1.0-4), orientlib,
lattice, misc3d, magick, plotrix (>= 3.7-3), tripack, interp,
alphashape3d, tcltk, js (>= 1.2), webshot2 (>= 0.1.0), downlit
(>= 0.4.0), pkgdown (>= 2.0.0), extrafont, shiny,
manipulateWidget (>= 0.9.0), testthat, markdown, crosstalk, V8,
chromote","waldo","GPL",NA,NA,NA,NA,"yes","4.2.2"
"rhdf5","rhdf5","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.42.0",NA,"R (>= 4.0.0), methods","Rhdf5lib (>= 1.13.4), rhdf5filters","Rhdf5lib","bit64, BiocStyle, knitr, rmarkdown, testthat, microbenchmark,
dplyr, ggplot2, mockery",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.2"
"rhdf5filters","rhdf5filters","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.10.0",NA,NA,NA,"Rhdf5lib","BiocStyle, knitr, rmarkdown, testthat (>= 2.1.0), rhdf5 (>=
2.34.0)",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"Rhdf5lib","Rhdf5lib","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.20.0",NA,"R (>= 4.0.0)",NA,NA,"BiocStyle, knitr, rmarkdown, tinytest, mockery",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.2"
"Rhtslib","Rhtslib","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.0",NA,NA,"zlibbioc","zlibbioc","knitr, rmarkdown, BiocStyle",NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"rio","rio","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.5.29",NA,"R (>= 2.15.0)","tools, stats, utils, foreign, haven (>= 1.1.2), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",NA,"datasets, bit64, testthat, knitr, magrittr, arrow, clipr,
feather, fst, hexView, jsonlite, pzfx, readODS (>= 1.6.4),
readr, rmarkdown, rmatio, xml2 (>= 1.2.0), yaml",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"rJava","rJava","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0-6",NA,"R (>= 3.6.0), methods",NA,NA,NA,NA,"LGPL-2.1",NA,NA,NA,NA,"yes","4.2.2"
"rjson","rjson","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.2.21",NA,"R (>= 4.0.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"rlang","rlang","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.6",NA,"R (>= 3.4.0)","utils",NA,"cli (>= 3.1.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pillar, rmarkdown, stats, testthat (>= 3.0.0), tibble,
usethis, vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"rmarkdown","rmarkdown","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.20",NA,"R (>= 3.0)","bslib (>= 0.2.5.1), evaluate (>= 0.13), htmltools (>= 0.5.1),
jquerylib, jsonlite, knitr (>= 1.22), methods, stringr (>=
1.2.0), tinytex (>= 0.31), tools, utils, xfun (>= 0.36), yaml
(>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, withr (>= 2.4.2)",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"R.methodsS3","R.methodsS3","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.8.2",NA,"R (>= 2.13.0)","utils",NA,"codetools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.2"
"rncl","rncl","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.8.7",NA,"R (>= 3.1.1)","Rcpp (>= 0.11.0), progress (>= 1.1.2), stats","Rcpp, progress","testthat, ape",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"RNeXML","RNeXML","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.4.10",NA,"R (>= 3.0.0), ape (>= 3.1), methods (>= 3.0.0)","XML (>= 3.95), plyr (>= 1.8), reshape2 (>= 1.2.2), httr (>=
0.3), uuid (>= 0.1-1), dplyr (>= 0.7.0), tidyr (>= 0.3.1),
stringr (>= 1.0), stringi, xml2, rlang",NA,"spelling, rdflib, geiger (>= 2.0), phytools (>= 0.3.93),
knitr (>= 1.5), rfigshare (>= 0.3.0), knitcitations (>= 1.0.1),
testthat (>= 0.10.0), rmarkdown (>= 0.3.3), xslt, covr,
taxalight, progress",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"robustbase","robustbase","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.95-0",NA,"R (>= 3.5.0)","stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt","robustX, rrcov, matrixStats, quantreg, Hmisc","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"ROCR","ROCR","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0-11",NA,"R (>= 3.6)","methods, graphics, grDevices, gplots, stats",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"ROI","ROI","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0-0",NA,"R (>= 2.10)","methods, registry (>= 0.5), slam, utils",NA,"numDeriv",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"ROI.plugin.lpsolve","ROI.plugin.lpsolve","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0-1",NA,NA,"stats, methods, utils, ROI (>= 0.3-0), lpSolveAPI (>=
5.5.2.0-1)",NA,"slam",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"R.oo","R.oo","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.25.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.1)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.2"
"roxygen2","roxygen2","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","7.2.3",NA,"R (>= 3.3)","brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr,
methods, pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2),
rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr,
xml2","cpp11","covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"rpart","rpart","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.1.19","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"rprojroot","rprojroot","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.3",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"Rsamtools","Rsamtools","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.14.0",NA,"methods, GenomeInfoDb (>= 1.1.3), GenomicRanges (>= 1.31.8),
Biostrings (>= 2.47.6), R (>= 3.5.0)","utils, BiocGenerics (>= 0.25.1), S4Vectors (>= 0.17.25),
IRanges (>= 2.13.12), XVector (>= 0.19.7), zlibbioc, bitops,
BiocParallel, stats","Rhtslib (>= 1.99.3), S4Vectors, IRanges, XVector, Biostrings","GenomicAlignments, ShortRead (>= 1.19.10), GenomicFeatures,
TxDb.Dmelanogaster.UCSC.dm3.ensGene,
TxDb.Hsapiens.UCSC.hg18.knownGene, RNAseqData.HNRNPC.bam.chr14,
BSgenome.Hsapiens.UCSC.hg19, RUnit, BiocStyle",NA,"Artistic-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"RSpectra","RSpectra","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.16-1",NA,"R (>= 3.0.2)","Matrix (>= 1.1-0), Rcpp (>= 0.11.5)","Rcpp, RcppEigen (>= 0.3.3.3.0)","knitr, rmarkdown, prettydoc",NA,"MPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"RSQLite","RSQLite","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.2.20",NA,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.1.0), memoise, methods,
pkgconfig, Rcpp (>= 1.0.7)","plogr (>= 0.2.0), Rcpp","callr, DBItest (>= 1.7.2.9001), gert, gh, hms, knitr,
magrittr, rmarkdown, rvest, testthat (>= 3.0.0), withr, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"yes","4.2.2"
"rstatix","rstatix","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.7.1",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.0.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"rstudioapi","rstudioapi","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.14",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"rsvd","rsvd","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.5",NA,"R (>= 4.0.0)","Matrix",NA,"ggplot2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.2"
"rtracklayer","rtracklayer","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.58.0",NA,"R (>= 3.5.0), methods, GenomicRanges (>= 1.37.2)","XML (>= 1.98-0), BiocGenerics (>= 0.35.3), S4Vectors (>=
0.23.18), IRanges (>= 2.13.13), XVector (>= 0.19.7),
GenomeInfoDb (>= 1.15.2), Biostrings (>= 2.47.6), zlibbioc,
RCurl (>= 1.4-2), Rsamtools (>= 1.31.2), GenomicAlignments (>=
1.15.6), BiocIO, tools, restfulr (>= 0.0.13)","S4Vectors, IRanges, XVector","BSgenome (>= 1.33.4), humanStemCell, microRNA (>= 1.1.1),
genefilter, limma, org.Hs.eg.db, hgu133plus2.db,
GenomicFeatures, BSgenome.Hsapiens.UCSC.hg19,
TxDb.Hsapiens.UCSC.hg19.knownGene, RUnit",NA,"Artistic-2.0 + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"Rtsne","Rtsne","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.16",NA,NA,"Rcpp (>= 0.11.0), stats","Rcpp","irlba, testthat",NA,"file LICENSE","yes",NA,NA,NA,"yes","4.2.2"
"RUnit","RUnit","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.32",NA,"R (>= 2.5.0), utils (>= 2.5.0), methods (>= 2.5.0), graphics
(>= 2.5.0)",NA,NA,"XML (>= 3.1.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"R.utils","R.utils","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.12.2",NA,"R (>= 2.14.0), R.oo","methods, utils, tools, R.methodsS3",NA,"datasets, digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.2"
"RUVSeq","RUVSeq","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.32.0",NA,"Biobase, EDASeq (>= 1.99.1), edgeR","methods, MASS",NA,"BiocStyle, knitr, RColorBrewer, zebrafishRNASeq, DESeq2",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"rversions","rversions","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.1.2",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"covr, mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"rvest","rvest","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.3",NA,"R (>= 3.2)","glue, cli, httr (>= 0.5), lifecycle (>= 1.0.0), magrittr,
rlang (>= 1.0.0), selectr, tibble, xml2 (>= 1.3), withr",NA,"covr, knitr, readr, repurrrsive, rmarkdown, spelling, stringi
(>= 0.3.1), testthat (>= 3.0.2), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"Rvmmin","Rvmmin","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2018-4.17.1",NA,NA,"optextras",NA,"knitr, markdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"rworldmap","rworldmap","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3-6",NA,"R (>= 2.10.0), sp","maptools, fields, methods",NA,"rgdal, rworldxtra, RColorBrewer, classInt",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"s2","s2","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1.0",NA,"R (>= 3.0.0)","Rcpp, wk (>= 0.6.0)","Rcpp, wk","testthat (>= 3.0.0), vctrs",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"yes","4.2.2"
"S4Vectors","S4Vectors","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.36.1",NA,"R (>= 4.0.0), methods, utils, stats, stats4, BiocGenerics (>=
0.37.0)",NA,NA,"IRanges, GenomicRanges, SummarizedExperiment, Matrix,
DelayedArray, ShortRead, graph, data.table, RUnit, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.2"
"sandwich","sandwich","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.0-2",NA,"R (>= 3.0.0)","stats, utils, zoo",NA,"AER, car, geepack, lattice, lme4, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.2.2"
"sass","sass","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.4",NA,NA,"fs, rlang (>= 0.4.10), htmltools (>= 0.5.1), R6, rappdirs",NA,"testthat, knitr, rmarkdown, withr, shiny, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"ScaledMatrix","ScaledMatrix","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6.0",NA,NA,"methods, Matrix, S4Vectors, DelayedArray",NA,"testthat, BiocStyle, knitr, rmarkdown, BiocSingular",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"scales","scales","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.1",NA,"R (>= 3.2)","farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, rlang (>= 1.0.0), viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), stringi,
testthat (>= 3.0.0), waldo (>= 0.4.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"scattermore","scattermore","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.8",NA,NA,"ggplot2, scales, grid, grDevices, graphics",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.2"
"scatterplot3d","scatterplot3d","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3-42",NA,"R (>= 2.7.0)","grDevices, graphics, stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"scran","scran","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.26.2",NA,"SingleCellExperiment, scuttle","SummarizedExperiment, S4Vectors, BiocGenerics, BiocParallel,
Rcpp, stats, methods, utils, Matrix, edgeR, limma, igraph,
statmod, DelayedArray, DelayedMatrixStats, BiocSingular,
bluster, metapod, dqrng, beachmat","Rcpp, beachmat, BH, dqrng, scuttle","testthat, BiocStyle, knitr, rmarkdown, HDF5Array, scRNAseq,
dynamicTreeCut, ResidualMatrix, ScaledMatrix, DESeq2, monocle,
Biobase, pheatmap, scater",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"sctransform","sctransform","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.5",NA,"R (>= 3.5.0)","dplyr, magrittr, MASS, Matrix (>= 1.5.0), methods,
future.apply, future, ggplot2, reshape2, rlang, gridExtra,
matrixStats","RcppArmadillo, Rcpp (>= 0.11.0)","irlba, testthat, knitr","glmGamPoi","GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"scuttle","scuttle","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.8.4",NA,"SingleCellExperiment","methods, utils, stats, Matrix, Rcpp, BiocGenerics, S4Vectors,
BiocParallel, GenomicRanges, SummarizedExperiment,
DelayedArray, DelayedMatrixStats, beachmat","Rcpp, beachmat","BiocStyle, knitr, scRNAseq, rmarkdown, testthat, scran",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"segmented","segmented","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6-2",NA,"MASS, nlme",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.2.2"
"selectr","selectr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4-2",NA,"R (>= 3.0)","methods, stringr, R6",NA,"testthat, XML, xml2",NA,"BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.2.2"
"seqinr","seqinr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2-23",NA,"R (>= 2.10.0)","ade4,segmented",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"seqLogo","seqLogo","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.64.0",NA,"R (>= 4.2), methods, grid","stats4, grDevices",NA,"knitr, BiocStyle, rmarkdown, testthat",NA,"LGPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"seqPattern","seqPattern","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.30.0",NA,"methods, R (>= 2.15.0)","Biostrings, GenomicRanges, IRanges, KernSmooth, plotrix",NA,"BSgenome.Drerio.UCSC.danRer7, CAGEr, RUnit, BiocGenerics,
BiocStyle","parallel","GPL-3",NA,NA,NA,NA,"no","4.2.2"
"seqtime","seqtime","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1.1",NA,"R (>= 3.2.1), igraph, vegan","deSolve, pracma, geigen, gtools, MASS, stinepack, untb, tuneR",NA,"ggplot2, knitr, infotheo, WrightFisher, sde, reshape2,
testthat",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"seriation","seriation","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4.1",NA,"R (>= 2.14.0)","stats, grDevices, grid, TSP, qap, cluster, gclus, colorspace,
MASS, ca, registry",NA,"DendSer, GA, Rtsne, dbscan, umap, testthat, dendextend,
ggplot2, scales",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
